Age,Education,Marital_Status,Income,Spending,Seniority,Has_child,Children,Wines,Fruits,Meat,Fish,Sweets,Gold,features_raw,features_scaled,features,probability,prediction,Cluster
53,Postgraduate,In couple,34578,8,136.0,Has child,3+ children,7,0,1,0,0,0,"[34578.0,136.0,8.0]","[1.6063126371596854,20.150264962322105,0.013268642266333813]","[0.07946459428294386,0.9968374729069411,0.0006564022781045452]","[8.363504198491933e-05,0.0012571711523860637,4.2321667134381075e-22,0.9986591938056291]",3,Cluster 3
53,Undergraduate,Alone,65704,817,142.0,No child,No child,279,172,74,38,8,246,"[65704.0,142.0,817.0]","[3.052263448202324,21.039247240071607,1.3550600914493407]","[0.1432810020114441,0.9876357258412337,0.06360996387875059]","[0.00041300848924536425,0.0016042180317691254,0.9979827734789855,5.5096931322578745e-21]",2,Cluster 2
59,Postgraduate,Alone,63810,1371,153.2,Has child,1 child,977,12,253,16,12,101,"[63810.0,153.2,1371.0]","[2.9642781357267487,22.698680825204015,2.2739135683929574]","[0.12885879448950446,0.9867240905586341,0.09884826854299418]","[0.0013510912704340194,5.989083087317157e-21,0.9986489087295659,5.972794974042888e-21]",2,Cluster 2
56,Postgraduate,In couple,54132,42,137.8,Has child,1 child,30,1,8,0,0,3,"[54132.0,137.8,42.0]","[2.514688983594427,20.416959645646955,0.06966037189825253]","[0.12224224719477322,0.9924945169169332,0.003386279757385458]","[0.00017231484126889305,0.9998276851587311,3.798381673527909e-21,3.798381670157755e-21]",1,Cluster 1
66,Postgraduate,In couple,18690,60,151.63333333333333,No child,No child,6,1,7,23,4,19,"[18690.0,151.63333333333333,60.0]","[0.8682394351470449,22.466557674902756,0.0995148169975036]","[0.038616654845262166,0.9992442961842221,0.004426117018436495]","[0.0001315568102940342,3.102258677578512e-22,3.102258677578405e-22,0.9998684431897059]",3,Cluster 3
55,Postgraduate,In couple,28164,78,147.4,Has child,1 child,3,18,26,11,8,12,"[28164.0,147.4,78.0]","[1.308351816558661,21.839331290046164,0.12936926209675467]","[0.05979979184335736,0.9981928779508267,0.005912977569491386]","[5.287653098301815e-05,1.0579819338639392e-10,1.5151284073413157e-22,0.9999471233632188]",3,Cluster 3
51,Postgraduate,In couple,34596,23,148.1,Has child,1 child,14,0,2,0,0,7,"[34596.0,148.1,23.0]","[1.6071488228115123,21.943045889116938,0.03814734651570971]","[0.0730460584471475,0.9973270612990763,0.0017338240638570435]","[4.491818894045743e-05,1.8995874516353678e-05,1.8559055049108458e-22,0.9999360859365433]",3,Cluster 3
53,Postgraduate,In couple,43269,19,142.9,Has child,1 child,10,1,7,0,0,1,"[43269.0,142.9,19.0]","[2.0100509427168265,21.172594581734035,0.0315130253825428]","[0.09451138779154691,0.9955226778296514,0.0014817235220858523]","[0.0005279284677349452,0.9904610235998347,4.395663944772948e-21,0.00901104793243043]",1,Cluster 1
67,Undergraduate,Alone,38741,61,136.4,Has child,2 children,7,10,17,8,6,13,"[38741.0,136.4,61.0]","[1.7997037965238987,20.209530447505404,0.10117339728079533]","[0.08870011029369851,0.9960458955189982,0.004986426941437834]","[0.00023855135946162926,0.3281585587077637,1.566099372189695e-21,0.6716028899327745]",3,Cluster 3
53,Postgraduate,Alone,31907,449,149.43333333333334,No child,No child,33,87,64,175,16,74,"[31907.0,149.43333333333334,449.0]","[1.4822319773802441,22.140597506394606,0.7447025471979852]","[0.06675923823412573,0.9972051919887208,0.033541156526537906]","[0.40382906194834367,0.5961709380516559,1.0799558496862299e-18,4.394145856728524e-16]",1,Cluster 1
42,Postgraduate,In couple,27100,37,148.36666666666667,Has child,1 child,12,0,13,2,0,10,"[27100.0,148.36666666666667,37.0]","[1.2589239535839978,21.982556212572472,0.06136747048179389]","[0.057175318354924294,0.9983602632476163,0.0027870664081370007]","[5.922625339975992e-05,1.196299894509216e-13,1.668652350567776e-22,0.9999407737464806]",3,Cluster 3
52,Undergraduate,Alone,31163,38,137.9,Has child,1 child,2,3,10,11,2,10,"[31163.0,137.9,38.0]","[1.4476696371047277,20.43177601694278,0.0630260507650856]","[0.07067631232971573,0.997494556915804,0.003076978845595188]","[3.4900207712306564e-05,4.3824798091505126e-06,1.3318396742849113e-22,0.9999607173124785]",3,Cluster 3
40,Postgraduate,In couple,92533,1131,139.76666666666668,No child,No child,693,21,118,110,147,42,"[92533.0,139.76666666666668,1131.0]","[4.298598162250482,20.708348281131517,1.8758543004029429]","[0.20245068839845973,0.9752992038025817,0.08834694012267565]","[0.014113503733528166,1.3011308825344156e-19,0.9858864962664717,1.3011308825344156e-19]",2,Cluster 2
52,Postgraduate,Alone,34853,34,139.63333333333333,Has child,2 children,9,3,15,2,3,2,"[34853.0,139.63333333333333,34.0]","[1.6190876957292646,20.68859311940375,0.056391729631918706]","[0.07802107380092474,0.9969480065002068,0.002717421243444139]","[3.648360139095603e-05,0.000614639838825427,1.728868420006386e-22,0.9993488765597837]",3,Cluster 3
58,Postgraduate,Alone,70844,294,141.43333333333334,Has child,2 children,129,26,67,3,67,2,"[70844.0,141.43333333333334,294.0]","[3.2910409065573702,20.9552878027286,0.48762260328776763]","[0.1551079299079403,0.9876301765894454,0.022981826941617805]","[0.051681431513914716,0.9483166583291236,1.910156961680122e-06,2.221480608690535e-18]",1,Cluster 1
46,Undergraduate,In couple,31086,48,147.4,Has child,2 children,16,2,11,3,0,16,"[31086.0,147.4,48.0]","[1.4440926207052456,21.839331290046164,0.07961185359800288]","[0.06597896110242218,0.9978143846377135,0.0036373756894271217]","[4.032774895353938e-05,6.56963599075557e-08,1.356037564488708e-22,0.9999596065546865]",3,Cluster 3
64,Postgraduate,In couple,60544,289,155.8,Has child,2 children,201,2,43,3,5,35,"[60544.0,155.8,289.0]","[2.8125568946785813,23.08390647889547,0.479329701871309]","[0.12092048646259025,0.9924482616391554,0.020607860710626015]","[0.00010789108934805516,0.9998921089106506,1.4263926505381055e-15,1.8367117064370336e-21]",1,Cluster 1
39,Undergraduate,In couple,20491,30,150.7,No child,No child,5,4,5,4,2,10,"[20491.0,150.7,30.0]","[0.9519044550881807,22.328271542808388,0.0497574084987518]","[0.04259345494734471,0.9990900062786109,0.0022264208617364697]","[8.948846052774458e-05,2.1709262367387596e-22,2.1709262225816257e-22,0.9999105115394722]",3,Cluster 3
61,Postgraduate,In couple,42523,125,135.6,No child,No child,14,36,11,3,26,35,"[42523.0,135.6,125.0]","[1.9753956929244403,20.0909994771388,0.20732253541146584]","[0.0978454228889773,0.995148641431234,0.01026911277796624]","[0.00014972280533988424,0.9998261307592528,1.2839415461489407e-21,2.4146435407500418e-05]",1,Cluster 1
42,Postgraduate,In couple,39922,156,150.03333333333333,Has child,1 child,29,12,59,19,1,36,"[39922.0,150.03333333333333,156.0]","[1.8545668662354375,22.229495734169554,0.25873852419350934]","[0.08313377575416173,0.9964708995604044,0.011598347215664787]","[0.00034308140884606965,0.3702046333281621,1.7536193819298534e-21,0.6294522852629918]",3,Cluster 3
73,Postgraduate,In couple,33402,70,144.9,Has child,2 children,26,2,19,10,5,8,"[33402.0,144.9,70.0]","[1.5516818412403206,21.468922007650537,0.11610061983042086]","[0.07208663367890053,0.9973837903582827,0.005393697747290082]","[2.8619499480824724e-05,3.415720169149589e-05,1.1093869782431826e-22,0.9999372232988277]",3,Cluster 3
76,Postgraduate,In couple,36408,22,142.73333333333332,Has child,2 children,9,1,4,3,2,3,"[36408.0,142.73333333333332,22.0]","[1.6913248450954312,21.147900629574323,0.036488766232417987]","[0.0797213490007183,0.9968157043348331,0.0017199142292834266]","[5.5815401912384924e-05,0.0015010464827055674,2.816548538399311e-22,0.9984431381153821]",3,Cluster 3
46,Postgraduate,In couple,21645,65,155.5,Has child,1 child,14,0,23,4,5,19,"[21645.0,155.5,65.0]","[1.005513246321979,23.039457365007994,0.10780771841396224]","[0.04360111478153101,0.9990380820445546,0.004674763581778779]","[6.729318633135792e-05,1.5925187564208404e-22,1.5925095992054804e-22,0.9999327068136687]",3,Cluster 3
77,Postgraduate,Alone,78427,1930,153.8,No child,No child,972,19,595,180,26,138,"[78427.0,153.8,1930.0]","[3.6433073397687155,22.78757905297897,3.2010599467530323]","[0.15637891538850995,0.9780939581289889,0.1373966662385991]","[0.00385506095320308,1.0327091729756868e-20,0.9961449390467969,1.0327091729756868e-20]",2,Cluster 2
79,Postgraduate,In couple,82657,2283,142.53333333333333,No child,No child,966,168,672,246,105,126,"[82657.0,142.53333333333333,2283.0]","[3.8398109679480625,21.118267886982675,3.786538786755012]","[0.1761708789725366,0.9689080652882686,0.17372674641916272]","[0.9999996026088519,3.8098434115961415e-18,3.9739114808571997e-07,3.8098434115961415e-18]",0,Cluster 0
67,Postgraduate,In couple,51876,310,141.93333333333334,No child,No child,99,27,102,28,48,6,"[51876.0,141.93333333333334,310.0]","[2.4098870485654413,21.029369659207724,0.5141598878204353]","[0.11381755831293976,0.9932048511966781,0.024283471314148528]","[0.00015816907287092248,0.9998418309271278,1.387583512809209e-15,2.0195182945077993e-21]",1,Cluster 1
54,Undergraduate,In couple,78041,1319,152.03333333333333,No child,No child,482,35,553,72,160,17,"[78041.0,152.03333333333333,1319.0]","[3.6253758030128695,22.525823160086055,2.1876673936617874]","[0.15817286895818342,0.9827875145838657,0.09544655417355313]","[0.0008247391431252535,5.460960755025604e-21,0.9991752608568747,5.460960755025604e-21]",2,Cluster 2
68,Postgraduate,In couple,52852,879,152.53333333333333,Has child,1 child,714,8,99,11,0,47,"[52852.0,152.53333333333333,879.0]","[2.4552268927978393,22.59990501656518,1.4578920690134278]","[0.1077819179038129,0.9921124252405148,0.06399995200279174]","[0.0024681603706560146,0.9944618999524493,0.0030699396768947254,1.4184799765092734e-20]",1,Cluster 1
43,Postgraduate,In couple,70038,1244,141.6,No child,No child,587,54,348,71,54,130,"[70038.0,141.6,1244.0]","[3.253598371258894,20.979981754888307,2.063273872414908]","[0.15253060248820366,0.9835538662463872,0.09672749090289386]","[0.0008765741551215541,5.3368619458290805e-21,0.9991234258448786,5.3368619458290745e-21]",2,Cluster 2
52,Undergraduate,In couple,69401,690,136.63333333333333,Has child,1 child,399,27,159,58,8,39,"[69401.0,136.63333333333333,690.0]","[3.224006690135905,20.244101980528995,1.1444203954712915]","[0.15703011025225572,0.986019531437874,0.05574072207282285]","[0.0006450265666721839,6.661294536504093e-06,0.9993483121387913,1.3480938710589087e-20]",2,Cluster 2
53,Postgraduate,In couple,46053,209,149.93333333333334,Has child,1 child,56,10,92,19,7,25,"[46053.0,149.93333333333334,209.0]","[2.139380990199404,22.21467936287373,0.3466432792079709]","[0.09584975904327342,0.9952746490266627,0.015530508562178687]","[0.0001571346827830293,0.9998414862439752,1.1894987526362733e-21,1.3790732417238545e-06]",1,Cluster 1
60,Postgraduate,In couple,77343,1134,134.03333333333333,No child,No child,227,151,573,98,54,31,"[77343.0,134.03333333333333,1134.0]","[3.5929503816253554,19.858876326837542,1.880830041252818]","[0.1772656094252106,0.9797785776780632,0.09279462505048583]","[0.0007753339428028564,6.170139389498903e-21,0.9992246660571972,6.170139389498903e-21]",2,Cluster 2
72,Postgraduate,Alone,73892,1507,140.96666666666667,No child,No child,703,102,601,0,58,43,"[73892.0,140.96666666666667,1507.0]","[3.432635010266744,20.886144736681416,2.499480486920632]","[0.16105517974166786,0.9799532384351343,0.11727267183309191]","[0.0013578165688514865,5.091215449818418e-21,0.9986421834311485,5.091215449818418e-21]",2,Cluster 2
58,Postgraduate,Alone,40304,57,142.43333333333334,Has child,1 child,37,0,17,0,0,3,"[40304.0,142.43333333333334,57.0]","[1.872312583957544,21.10345151568685,0.09453907614762842]","[0.08837267265872921,0.996077486603832,0.004462220091579799]","[0.00022812795812393642,0.26436009913391373,1.4887112111625816e-21,0.7354117729079623]",3,Cluster 3
60,Postgraduate,In couple,32727,529,155.7,No child,No child,167,13,180,86,13,70,"[32727.0,155.7,529.0]","[1.5203248792968078,23.069090107599642,0.8773889698613234]","[0.06571315777745995,0.9971176415427084,0.037923473195655186]","[0.7455768326288701,0.2544231673711299,1.893443249068171e-18,1.893487964486566e-18]",0,Cluster 0
56,Postgraduate,In couple,68695,1091,133.5,No child,No child,458,81,356,106,50,40,"[68695.0,133.5,1091.0]","[3.191209630680912,19.779855679926477,1.8095110890712738]","[0.1586310800041174,0.9832321382668987,0.08994855605194317]","[0.0006487579761477967,5.075099866469642e-21,0.9993512420238522,5.0750998664350886e-21]",2,Cluster 2
54,Postgraduate,Alone,43300,180,154.16666666666666,Has child,1 child,91,3,52,2,1,31,"[43300.0,154.16666666666666,180.0]","[2.0114910402283064,22.841905747730323,0.2985444509925108]","[0.08771452586992835,0.9960605802153358,0.013018544177524115]","[0.0003197212691674756,0.9622730237283788,1.8760396558508217e-21,0.037407255002453794]",1,Cluster 1
53,Postgraduate,In couple,26290,77,151.13333333333333,Has child,2 children,15,8,16,11,5,22,"[26290.0,151.13333333333333,77.0]","[1.2212955992517822,22.39247581842363,0.12771068181346296]","[0.05445862297366709,0.9984997889041647,0.005694729330761725]","[5.644899588684445e-05,7.360541705212255e-15,1.474530093678398e-22,0.9999435510041058]",3,Cluster 3
55,Postgraduate,Alone,93790,2349,137.93333333333334,No child,No child,1302,68,731,89,114,45,"[93790.0,137.93333333333334,2349.0]","[4.356991793603068,20.43671480737472,3.896005085452266]","[0.20497612263368095,0.96145201988591,0.18328885019925778]","[1.0,6.6028789428249416e-18,6.602896097769603e-18,6.6028789428249416e-18]",0,Cluster 0
51,Postgraduate,In couple,38410,534,155.13333333333333,No child,No child,153,64,123,116,64,14,"[38410.0,155.13333333333333,534.0]","[1.7843272714819687,22.985130670256634,0.8856818712777821]","[0.07733972227407544,0.996265455828934,0.03838891611566074]","[0.004273342695472718,0.9957266573045274,1.43777561456781e-20,1.4377757555670092e-20]",1,Cluster 1
75,Postgraduate,Alone,64866,556,138.5,Has child,1 child,508,5,21,7,5,10,"[64866.0,138.5,556.0]","[3.0133343606339333,20.520674244717732,0.9221706375102]","[0.1451423841488504,0.9884132418659485,0.04441792011827645]","[0.0008189265667274368,0.9440406243005156,0.055140449132757036,1.8068569296675676e-20]",1,Cluster 1
66,Postgraduate,In couple,57957,637,143.83333333333334,Has child,1 child,290,59,177,77,5,29,"[57957.0,143.83333333333334,637.0]","[2.692378434607666,21.310880713828404,1.0565156404568299]","[0.12519051477275764,0.9909157243765327,0.04912598288343297]","[0.00017124276567226842,0.9983085453571623,0.0015202118771654096,2.074331196692789e-21]",1,Cluster 1
70,Postgraduate,In couple,46015,46,135.93333333333334,Has child,2 children,38,0,2,0,0,6,"[46015.0,135.93333333333334,46.0]","[2.1376157093788803,20.140387381458222,0.07629469303141942]","[0.1055422346973204,0.9944076863686878,0.003766959778014457]","[0.0001558957447377467,0.9998441041850922,1.8856120791685588e-21,7.017010352835283e-11]",1,Cluster 1
47,Postgraduate,In couple,16531,44,133.73333333333332,Has child,1 child,2,13,6,7,5,11,"[16531.0,133.73333333333332,44.0]","[0.7679436116862386,19.814427212950065,0.07297753246483597]","[0.038727453277556466,0.9992430335166209,0.0036802623732196883]","[0.0001297501186736406,3.0859710775716865e-22,3.0859710775716305e-22,0.9998702498813263]",3,Cluster 3
39,Postgraduate,In couple,28072,47,145.23333333333332,Has child,1 child,30,0,10,2,0,5,"[28072.0,145.23333333333332,47.0]","[1.3040779787826562,21.51830991196995,0.07795327331471115]","[0.06049179872136276,0.9981621445934529,0.0036159906046621454]","[5.003957051803679e-05,5.487625427977621e-11,1.4885374162680472e-22,0.9999499603746057]",3,Cluster 3
62,Postgraduate,Alone,49476,795,145.83333333333334,Has child,1 child,386,23,95,54,41,196,"[49476.0,145.83333333333334,795.0]","[2.29839562832184,21.607208139744905,1.3185713252169227]","[0.10558075887318714,0.9925642932895999,0.060570843169621885]","[0.0012465137123299024,0.9985935760594227,0.000159910228247385,7.148059876919549e-21]",1,Cluster 1
72,Postgraduate,In couple,50725,586,150.06666666666666,Has child,1 child,443,10,75,0,10,48,"[50725.0,150.06666666666666,586.0]","[2.3564176216069477,22.234434524601497,0.9719280460089518]","[0.10529090713275335,0.9934927320237108,0.04342828906629037]","[0.00030226195527104994,0.9996977358802128,2.1645160835401347e-09,2.234843965252e-21]",1,Cluster 1
73,Postgraduate,In couple,83844,1574,147.13333333333333,No child,No child,901,31,345,75,31,191,"[83844.0,147.13333333333333,1574.0]","[3.8949527662102104,21.799820966590627,2.610605365901178]","[0.17467418495645878,0.9776411135380707,0.11707596777237414]","[0.001364925754531888,5.269043825521293e-21,0.9986350742454682,5.269043825521293e-21]",2,Cluster 2
75,Postgraduate,In couple,41145,13,138.06666666666666,Has child,2 children,9,0,3,0,0,1,"[41145.0,138.06666666666666,13.0]","[1.9113810358012393,20.45646996910249,0.021561543682792447]","[0.09303123590402189,0.9956626375448729,0.0010494490733334483]","[0.0007135944526002909,0.9606874409886951,5.663710711698272e-21,0.03859896455870474]",1,Cluster 1
55,Postgraduate,In couple,67419,1471,151.0,Has child,1 child,846,84,352,91,56,42,"[67419.0,151.0,1471.0]","[3.1319333589180642,22.372720656695865,2.43977159672213]","[0.13783559931935646,0.9846178084662421,0.10737373427150747]","[0.0013949271881934162,5.689318106048316e-21,0.9986050728118067,5.689318106048316e-21]",2,Cluster 2
55,Undergraduate,In couple,23162,65,139.7,Has child,2 children,8,3,9,19,4,22,"[23162.0,139.7,65.0]","[1.075985114867622,20.69847070026763,0.10780771841396224]","[0.05191299923839699,0.9986380655750741,0.005201393519840549]","[5.4621571478622235e-05,1.8568564796063126e-17,1.3829464291588797e-22,0.9999453784285213]",3,Cluster 3
48,Postgraduate,In couple,34380,175,147.46666666666667,Has child,1 child,72,7,58,13,1,24,"[34380.0,147.46666666666667,175.0]","[1.5971145949895882,21.849208870910047,0.29025154957605215]","[0.07289623161662821,0.9972515406787889,0.013247793396515219]","[0.0008940947785113318,0.02132415532468088,3.293405052081763e-21,0.9777817498968077]",3,Cluster 3
